"","ID","Group","MEblue","MEtan","MElightgreen","MElightcyan","MEyellow","MEroyalblue","MEcyan","MEmagenta","MEdarkturquoise","MEgrey60","MEblack","MEdarkgrey","MEorange","MEdarkred","MEpink","MEturquoise","MEsteelblue","MEwhite","MEdarkorange","MEmidnightblue","MEpurple","MEred","MEdarkgreen","MEbrown","MElightyellow","MEskyblue","MEsaddlebrown","MEsalmon","MEgreen","MEgreenyellow"
"16","36","Low",-0.0742945195485122,-0.0251745145190891,0.119092828162609,0.0856948267538581,0.112896888258188,0.111070425310364,0.0214789943799062,0.00180222766159803,0.108785981642385,0.0297632725051834,0.126594471395149,-0.0449530263294617,0.0234554382278293,0.125246381550123,0.109095854696885,0.0763592961682418,0.225459149098134,0.111185377961442,-0.029946810100932,-0.116211633303504,-0.0413515034484559,-0.0554381764595518,-0.0945330570653379,-0.125400619272139,-0.0927256206797289,-0.116889305142651,0.0637677472965841,-0.0435752868361318,-0.111594303959729,-0.104479136657058
"17","37","Medium",-0.0738762487284751,-0.0860028669292806,-0.0172187148074763,-0.0192628674136258,0.100538997266033,0.112260092871648,0.0677062975084228,0.0529046526499611,0.123175092556803,0.119068880532471,0.206180535233511,0.157819302165035,0.160469274076922,0.254586595155303,0.250438597809179,0.0705168357638246,-0.149627070191968,-0.168578909999981,0.051927406068945,-0.000359984186875731,-0.144763930655684,-0.143830177349197,-0.110007787284056,-0.188906647715019,-0.149760226175627,-0.046360675578352,0.00075330350183983,0.0647278436295693,-0.026498712158055,0.0442554897129943
"18","39","Low",-0.0291253023340631,-0.234057673930747,0.0728128001848571,-0.0552961231266753,0.0878292886625854,0.0484085395372404,-0.0467208092596963,0.0452161896490377,0.299836308869894,0.237709143195283,0.147658568384488,-0.0334806127457884,0.245417525756821,0.339210624844193,0.241637303396732,0.0807937851009523,-0.0185106232839124,-0.0698228617620779,-0.238107489870764,-0.211499189156305,-0.244578628734455,-0.193188525443945,-0.288391546929193,-0.294813304462333,-0.272435179086875,-0.0505943958033846,-0.31170629413143,0.148631809242231,0.00576798364045829,0.028589166856687
"19","40","Medium",-0.0857647774052362,0.0471089775114239,-0.0225584850110992,-0.0069188602224701,-0.023143740689723,-0.0439797764385847,-0.0499420495875093,-0.0674562839459231,-0.0811016071711817,0.0335607365816855,0.0382953299738416,0.01816755946378,-0.0631171396458359,-0.0484796453743209,-0.0424616794837975,0.0753498868563241,0.11690081910546,0.021141098832265,0.104499890366898,0.0360642106891545,0.0898518886433968,0.0990894331992837,0.0762417395722097,0.0284934545742096,0.06875114128701,0.0693164247010404,0.163941016436338,-0.0144469522210705,-0.0518628133656594,-0.0139059429586391
"20","101","Medium",0.18374758008654,0.0590650102982655,0.0218819382354983,-0.0156352424089496,-0.0560045082147741,0.0577943964971787,0.0671942935975038,0.121294801006428,0.0326317763244806,0.0533042199909758,-0.0526894807140389,-0.0495899812609809,0.120368386380995,0.0093491892304305,-0.0533585492397851,-0.184259753945236,-0.0708202582673966,-0.045735167468569,-0.0348723602549876,0.0635898183208339,-0.042043958553538,-0.0967158491295799,-0.0375206453852386,0.12266481280844,0.133761135109091,-0.00177554693740695,0.00100966811212788,-0.0971561011248121,0.0285177134442767,-0.0176053825300302
"21","102","Low",0.196470222587766,0.0144117811537033,-0.12542756626735,-0.18103531622569,-0.238926103793368,-0.139316129331439,-0.0244539336287553,-0.027985914349989,0.0475366845903089,-0.057419013763794,-0.0175998170098796,0.0728085291225242,0.121045655679429,0.001087563977693,-0.0806558803486129,-0.188303185453002,-0.103624992181607,-0.095457776759468,0.0981846833430334,0.299927467831457,0.00933586977919121,-0.0750627407991626,0.165974844861059,0.192043385073687,0.179561321886185,0.0788440873358541,0.105320430421047,0.072627472333727,0.195125915871615,0.183400478376386
"22","105","Medium",0.197842890053639,0.00349987547635688,0.128884934139673,-0.0479275677337914,-0.0323232188496236,0.108263160843386,0.139344722221513,0.155037760318711,0.0188022512731039,-0.0446083894267303,-0.0360719688375932,-0.0731447849922034,0.0809494150560941,-0.00426360907900869,-0.0741265767895035,-0.195900011551291,-0.0314310505507628,-0.0188180278798376,-0.0716350376906609,0.0164135792448684,-0.0907964398585076,-0.170876341579672,-0.0550381279028,0.102821491645509,0.0891879377794628,-0.0148742725880647,-0.0805263333030246,-0.120180047052047,0.0251237012067494,-0.00829682502509455
"23","106","High",0.184991905731904,-0.0258825609930117,-0.0357958252658092,-0.128041177312249,-0.204467311494622,-0.154254846330906,-0.0595261366857913,-0.0296243038980337,-0.0521964204012468,-0.12827588534956,-0.0930431639288799,-0.0883844349517686,-0.0675767058968865,-0.143409853990035,-0.245765965907493,-0.17523860963389,-0.0540120391278073,0.0193878574703051,-0.101087794183904,0.0142773554550508,0.0603107318598334,0.0639070985402869,0.0744731855976964,0.203643278738242,0.181884508610078,-0.00838445767360765,0.0501625211355206,-0.0213693477220946,0.128047029334301,0.0791212397085945
"24","107","Medium",0.207845405348938,-0.0596861476276619,0.0947634489014015,-0.0180570543968787,0.0171639340746629,0.135297319019722,0.192981474089154,0.252096532693175,0.151046078849504,0.0654937807375087,0.0289439683097543,0.0193513079151406,0.152806737862213,0.0802918369495517,-0.00589745438438401,-0.190162091111027,-0.153907242457452,-0.130043050049032,-0.080260946133483,0.0230936661261804,-0.234962557907688,-0.271642921248676,-0.105168270005096,-0.0206574637962309,-0.0285700890811466,-0.0051085277258848,-0.260941447375934,-0.0671657234882927,0.0352065495568732,0.0216613112903963
"25","108","High",0.0824525958999094,-0.0646386712218911,-0.0371578932013403,-0.123841464675675,-0.0750348433172763,-0.0291341856051497,0.00478155295092262,0.00482926722844434,-0.0551674981308177,-0.0852458021727749,-0.0956502200442928,0.0445325107372682,-0.0113849415540594,-0.0788518329032584,-0.0287449405943342,-0.0807648694782822,-0.149124453053426,-0.138962913356584,-0.0110152448819461,0.032426622930891,0.0389420274016173,0.0265843982425832,0.022061371844284,0.121425579249789,0.0903313901984012,-0.0407360902846137,-0.224158352796286,-0.0161540251530594,0.0360674283710953,0.0614792094971169
"26","109","Low",0.082350657048989,-0.113461365592622,0.0777941969670335,-0.0938477518107114,0.00175026572008608,0.0587414774714078,0.020241374318046,0.0475400961328836,0.168139521336574,0.127447066829179,-0.0510648571950234,0.0310361110217519,0.04419935315679,-0.000480074091668366,-0.035908764900363,-0.079643625212996,-0.192691905739598,-0.183100973638248,-0.08964613463997,-0.0443478951611469,-0.0950164620356089,-0.0579091867193859,-0.0759142083287803,-0.0157514848781917,-0.00505726289267507,0.00643351378248725,-0.11187740431074,0.00564642528487009,0.0548217602759384,0.0381870875141896
"27","110","Medium",0.0377888908516133,-0.0508773005020844,-0.0786913825108661,-0.0866535282596851,-0.0470276098665402,-0.0184683456831047,-0.0357252588194991,0.00216112056437611,-0.0274022517935512,-0.0760942753217146,-0.000427256493483211,-0.000598214953986032,0.0456943418573114,0.0389208480662784,0.0256903280644253,-0.051538939637106,-0.169822879478248,-0.16227638834308,-0.0041658918964172,0.0784119821063852,-0.0202960618362317,-0.0124853962942597,0.0381336165353083,-0.00128484957141492,-0.0423493829014302,-0.0126167127401106,0.123575462840556,0.0362578356984348,0.0917931475588966,0.0836306985686915
"28","112","Medium",-0.076330859714652,0.0292920176730091,0.0137935339325564,0.0553261950602009,0.0331733787998571,0.0183519085822754,0.003077223410516,-0.00325555364039786,-0.0893029621318071,-0.000206922584128892,-0.0235338845439623,0.0416823094343037,-0.0476548354340533,-0.0189169920191574,0.016989052031243,0.0588459959522653,0.0551945856592448,0.0614662208443185,0.0179688598823856,-0.0333951268555754,0.0549789875840912,0.0457137400654199,0.00944026721157178,0.022541458854067,0.0248221206274424,-0.0329799066808722,-0.0957686062154952,-0.0212547632356295,-0.0761720324427952,-0.0448933384792159
"29","113","High",-0.0400825843120391,-0.0216044679897384,0.00905005991985171,0.0140233358779434,0.0738507529219393,0.0746748613748286,0.0159830099727235,0.0187676756877369,0.10760871480667,0.105230917432637,0.0271689253170817,0.102308901526075,0.0716111561243085,0.0758017999148763,0.108255385160211,0.0489660324355069,-0.0131635291423461,-0.0510238915705854,0.00866041010589615,-0.0051144704034513,-0.0940581218235595,-0.0896212172634073,-0.114801747979986,-0.141444989276475,-0.139246248404992,0.017788074316095,-0.115873921519411,0.0271688136144472,-0.00678049290683592,-0.00431315330949375
"30","116","Medium",0.22125142273732,-0.169093905713319,0.272113886347034,-0.0541376448774259,0.0510214912743799,0.14821104539826,0.148982839740579,0.290574952904946,0.166332896356294,-0.0349826326237201,-0.0103812707258279,0.0957053071169674,0.257173487248997,0.196862352641956,0.135915878508128,-0.163809362427526,-0.0681469516853979,-0.0715305554613546,-0.336514886572717,-0.204343898971033,-0.306973232786314,-0.237798209545698,-0.290653171243672,-0.155844240168805,-0.190502070219183,-0.0179742358638787,-0.0888666106521442,-0.0284476786257408,0.0392714966305933,0.00670986894089659
"31","117","Low",0.134645495337476,-0.0206355615777445,0.0209591072755434,-0.0812533995257829,-0.0357072939225186,0.0987758480213075,0.0604394703016303,0.137507967383878,0.0873954171541537,0.0424020048880664,0.0311044775469897,-0.03951177388218,0.123956632513052,0.0306266584915766,-0.0264880870239932,-0.146920543810957,-0.13007758880807,-0.0908963172313801,-0.0283308826421418,0.0810530464484343,-0.0737875865331306,-0.123233996017739,0.00783610473860242,0.016188759141843,0.0519568625689647,-0.0467191594552161,0.0896134058119088,0.00518544090747068,0.0998183211625342,-0.0028939170675654
"32","119","Medium",0.148041109089002,0.00614994409916598,0.116848585342478,0.0069250764244392,0.0463359597134036,0.156469564797955,0.167891937946255,0.213661870076623,0.0111380475195833,-0.0106378294958813,0.0303921158501541,0.0184943492515281,0.10565162187191,0.0988205105366976,0.0140582057786151,-0.154000108268826,-0.0439878856299089,-0.0636615223199574,-0.0449686761816981,0.0308840359672903,-0.116386853103495,-0.118754591703674,-0.0225124077920486,0.0282468376008661,0.0514612934465036,-0.0769894899083904,-0.0567033314877014,-0.122560650969422,-0.0183497064490244,-0.0677393720247895
"33","123","High",0.180008125171248,-0.0381382733209029,-0.0193498026526726,-0.158757368207608,-0.233667943345964,-0.126562748590997,-0.073702180991555,-0.0471917649078674,0.157778647980927,-0.00766956073758407,-0.00515811506561428,-0.25678177458127,0.0607827621887712,-0.0378245462127447,-0.0854594297294085,-0.194879330833615,-0.082081181847448,0.0231549698742419,-0.00211668915502944,0.104874450368967,0.0239411885453929,-0.0125821962984951,0.192011126004279,0.181289200464678,0.207306432243692,-0.00743032425763596,0.167755909921394,0.00253664333685822,0.173058909965737,0.105767855099348
"34","124","Low",0.116413444026691,-0.00768754968327136,-0.022843593852408,-0.0693495309381449,-0.107024131721797,-0.0930267699571044,-0.0190602333832403,-0.0155121220473394,-0.0183057526748629,-0.105023994848508,-0.00363504077311963,-0.14399121096038,-0.0239563206902558,-0.0568848078957196,-0.125244437191454,-0.107812028387772,-0.0420310565168985,-0.0104423292737333,-0.0266292699882823,0.0385095972590255,0.0390791342394682,0.0439074771979872,0.105361480768413,0.118903530422407,0.114424127777549,0.0151918323647775,0.211642527734906,-0.00591405037881748,0.082952525349631,0.04920649178871
"35","126","Low",-0.0912184706649908,-0.0187586615094332,-0.0301993133601783,-0.0725886178638647,-0.0143567429666638,-0.0637261257254941,-0.087047160387865,-0.114611364396381,-0.125722323781728,-0.0635210767766115,-0.0808105071208059,-0.0381231208971708,-0.16223631950997,-0.0960876401636806,-0.0230905519634644,0.0840885079661558,0.0325452845441969,-0.0206330921463539,-0.00468000760941343,-0.0874258679806703,0.109774794957327,0.171082061167031,0.0428205530718312,0.0196610138548286,0.0200419928519983,-0.00218485000175051,0.0675145840425564,0.0392466855935417,0.0343324828348164,0.0370275980610022
"36","129","Medium",-0.0942848224255577,-0.056312586494638,-0.0306805211785206,-0.0900122305826445,0.0239829533107612,0.0416975164374394,0.00612791022572386,-0.0774901770402242,0.0217066608871375,0.0522317873245744,0.0328460305808745,0.114514680916585,-0.0183991200487546,0.0548967049026348,0.0751779209028532,0.0730570886803376,-0.0486505818654848,-0.142393696192265,0.0386534321852394,0.0327169770803994,-0.0538051632684404,0.00528626454730179,-0.0186059054169002,-0.127334038360356,-0.100848625118054,0.0123986368268157,0.061534357787234,0.118966215233712,0.0694701928650436,0.0968231584699162
