"ID" "MEdarkorange" "MEgreen" "MEgreenyellow" "MEred" "MEblack" "MEblue" "MEdarkgreen" "MEskyblue" "MEbrown" "MEdarkred"
"13" "119" -0.0449686761816981 -0.0183497064490244 -0.0677393720247895 -0.118754591703674 0.0303921158501541 0.148041109089002 -0.0225124077920486 -0.0769894899083904 0.0282468376008661 0.0988205105366976
"14" "11" -0.0994176773295479 -0.184081673207626 -0.256836784744216 0.0213676669296753 -0.150944987806634 0.0494554789344649 -0.139660789485204 -0.0212691264357252 -0.0165126285705773 -0.159899248311671
"15" "123" -0.00211668915502944 0.173058909965737 0.105767855099348 -0.0125821962984951 -0.00515811506561428 0.180008125171248 0.192011126004279 -0.00743032425763596 0.181289200464678 -0.0378245462127447
"16" "124" -0.0266292699882823 0.082952525349631 0.04920649178871 0.0439074771979872 -0.00363504077311963 0.116413444026691 0.105361480768413 0.0151918323647775 0.118903530422407 -0.0568848078957196
"17" "126" -0.00468000760941343 0.0343324828348164 0.0370275980610022 0.171082061167031 -0.0808105071208059 -0.0912184706649908 0.0428205530718312 -0.00218485000175051 0.0196610138548286 -0.0960876401636806
"18" "129" 0.0386534321852394 0.0694701928650436 0.0968231584699162 0.00528626454730179 0.0328460305808745 -0.0942848224255577 -0.0186059054169002 0.0123986368268157 -0.127334038360356 0.0548967049026348
"19" "12" 0.0166714444859253 -0.197626746287679 -0.209494370149705 -0.0529197701882171 -0.0711441595460145 0.0064011628476922 -0.0644005065085734 -0.105772566772516 0.00171126850696512 0.0371174153213414
"20" "143" 0.137666853913825 -0.0954485934042928 -0.0794318951349848 0.014265950364682 0.000455507422622994 -0.0948820753787163 -0.000669503587708953 -0.0171537425391176 -0.0417598317328369 0.0440368010219089
"21" "145" 0.128471417921968 -0.119736865288085 -0.109902913344689 0.0295498537118085 -0.0280428088014999 -0.0955927503913782 0.0568689372748151 -0.0329974528131256 0.0145934997607606 0.0277621415991579
"22" "149" -0.178450355561394 -0.0379437684658522 -0.0654990354649636 -0.0966444773991148 -0.00493027947878654 -0.0565073020516936 -0.200067692762573 -0.0327013801054407 -0.169198263431669 0.130545445880856
"23" "150" 0.119265710419345 -0.0268303121585798 0.00998004725321175 -0.0585858376598551 -0.0163894371369651 -0.0260876634849475 0.017323679767274 0.10532587331133 -0.0134747704466787 0.0274295848938592
"24" "156" 0.169164600314808 -0.108414500197763 -0.0425369442753781 -0.132920639972769 0.051218509841384 -0.0679068916804517 0.00722797314277223 0.0339480183686952 -0.0959214349883687 0.171069896323164
"25" "159" 0.082621943696842 -0.145781897754471 -0.105479866339546 -0.0286290311095217 -0.0303593521515221 -0.106890316858503 -0.0170992536009515 0.00859286520641344 -0.0358119923008514 0.0309788960671572
"26" "162" 0.0448136821387778 -0.120354504785638 -0.0933695545621295 0.0366239371736528 0.333705910900513 -0.203188940204705 -0.0858596114235293 0.0106783121270205 -0.170982379764128 0.130239664962309
"27" "163" 0.097795819927834 -0.039489537351211 0.00711058780257168 0.0509211987978357 0.307316066646021 -0.162135696762373 -0.0183370181495187 0.0232013654089546 -0.122298745673337 0.0757084470281425
"28" "166" 0.0201313438814047 -0.0595415695454302 -0.0252866969362179 0.064679262965926 0.236343916384775 -0.156359541269018 -0.0313266714198412 0.0102152291238408 -0.112414448074125 0.0342614779398017
"29" "167" 0.0953512138619754 -0.0143710491599267 -0.00981868932812734 0.0844904394653987 0.225240756311895 -0.150556615248973 0.0160779401946907 -0.0173499020750847 -0.0744774751795031 -0.029995751173475
"30" "168" 0.187775839432349 -0.0496681472200553 -0.0111985352658109 -0.0162419628061776 0.411524541541043 -0.162082468647416 0.0265779537837206 -0.0249877920856039 -0.156357914001736 0.29255151861386
"31" "16" 0.0547317471592774 -0.0734970180561432 -0.0557937193609088 -0.0863057374948323 -0.0363404955215538 0.0405358049996556 -0.0039152369234839 -0.0395054246548185 0.0360786892576904 0.159725793887422
"32" "170" 0.048573698334861 -0.014084176841449 0.0295554842834171 0.141342540533121 -0.172463884890261 -0.0646025933885671 0.0898665146367769 0.0125194008021744 0.074874061416292 -0.20090970752807
"33" "173" 0.143197786657793 -0.0836310137055976 -0.075471022363149 0.0158699550472351 -0.089797816901505 -0.0668764697322985 -0.0290297054086527 -0.014061069587594 -0.0245295815440453 -0.0310426097048589
"34" "179" -0.20344119020218 0.000809391374241302 0.0296297964671614 -0.010330038640565 -0.0742517682992791 -0.0728054414792563 -0.180112260984519 0.00844635785906887 -0.197488050944244 -0.0616274083841403
"35" "180" 0.082624990438038 -0.0575217385039956 0.000847746156145532 -0.0018918819808423 -0.0519665170325754 -0.0488162823679805 0.0269874801110371 0.0354069187684818 -0.00983906401681727 0.0296691641255054
"36" "181" -0.33187809991847 -0.0380546656692454 -0.072666729116041 0.0502447240770964 -0.140671460095509 -0.0276811180289017 -0.115701700334698 0.0165742510093539 -0.0807908067077392 -0.0693326029690198
"37" "182" -0.00532022759525277 0.0426066242747425 -0.0473320540040758 0.342390499805949 -0.240358360366538 -0.0299339065711834 0.191279300457153 -0.000944771441702015 0.254030544965782 -0.345282229469089
"38" "186" 0.0131700870887742 -0.0508221172875647 -4.34339783784452e-05 0.123618456407809 -0.137949241646019 -0.0808814095387953 0.0314426863706159 0.0066087199845327 0.0138377326513171 -0.116545303631126
"39" "18" -0.226037211173115 -0.195930146069265 -0.265448859353027 -0.0564439653325783 -0.0820549402398078 0.0695881295054262 -0.254917591213044 -0.110707928893045 -0.0717809811564075 0.0743342838587909
"40" "190" 0.0209213215627994 0.0259734990607348 0.0436406992719332 0.301448658057473 -0.259014217400123 0.00185447623136397 0.276652885354615 0.00579622816920876 0.280896638209049 -0.289455533952363
"41" "19" 0.0433033335188798 -0.186684428898302 -0.228698093115195 0.0453838300690668 -0.140295881747856 0.0562301002340235 -0.00556307947316694 -0.152505079207475 0.0693671930318646 -0.102045146679826
"42" "21" 0.0538002650086458 -0.225049697788158 -0.263509066197821 0.020654177185893 -0.100811076725168 0.0394203987069106 -0.00893321947148961 -0.147487414409584 0.115034890378634 -0.0890459719426749
"43" "22" 0.0890267557578829 -0.133915171706119 -0.0553292766308247 -0.0294519095981478 -0.0651003601858232 0.0362959432682006 -0.00326098743615465 0.0147041634458896 0.0794047139537419 -0.00843693736717982
"44" "24" 0.0495129587263761 -0.236190211434579 -0.246884075721078 0.0553524819860754 -0.0509128649487892 -0.0311367233177086 0.0145731256325727 -0.0778976465052989 0.0609540320880838 -0.0342095335715845
"45" "25" -0.0266056235526767 -0.062736180456868 -0.0961092534057091 0.0416776239912673 -0.0163694780377912 -0.0290792793403011 -0.00482855300601996 -0.116716277102925 0.00804727984709816 -0.0386599895043244
"46" "29" 0.00463271173440897 -0.073414520061101 -0.0528562615351835 -0.0838170993487671 0.0528288858440234 -0.0706717038245138 -0.0651093721585499 0.28724851138906 -0.108419201528876 0.118566912502834
"47" "30" -0.111245689560365 -0.0582793234398183 -0.0668062149558486 -0.125262515475802 0.00396771880363663 -0.00702203929356291 -0.11352963476305 -0.0212504136392227 -0.131862682384475 0.137030873366574
"48" "34" -0.0249881945283959 -0.0157440940875105 -0.0310007214385387 -0.0105071775683977 -0.0428803351135009 0.0180566559134296 -0.00602921992861002 -0.0710869687811864 0.00971390643488185 -0.0102870711735148
"49" "36" -0.029946810100932 -0.111594303959729 -0.104479136657058 -0.0554381764595518 0.126594471395149 -0.0742945195485122 -0.0945330570653379 -0.116889305142651 -0.125400619272139 0.125246381550123
"50" "37" 0.051927406068945 -0.026498712158055 0.0442554897129943 -0.143830177349197 0.206180535233511 -0.0738762487284751 -0.110007787284056 -0.046360675578352 -0.188906647715019 0.254586595155303
"51" "39" -0.238107489870764 0.00576798364045829 0.028589166856687 -0.193188525443945 0.147658568384488 -0.0291253023340631 -0.288391546929193 -0.0505943958033846 -0.294813304462333 0.339210624844193
"52" "40" 0.104499890366898 -0.0518628133656594 -0.0139059429586391 0.0990894331992837 0.0382953299738416 -0.0857647774052362 0.0762417395722097 0.0693164247010404 0.0284934545742096 -0.0484796453743209
"53" "49" 0.247470272715704 0.070998661983118 0.167837623131561 0.0495497738973757 0.1664227680859 -0.0712620345723465 0.145964671042609 0.432802898757527 0.0247197997763597 0.0212269731013439
"54" "51" 0.0189219508788611 0.147916056270289 0.135748477559998 0.197548910700026 -0.164438027107584 0.0217295694526178 0.19216743054497 0.267153333538331 0.210885049763568 -0.16306694574021
"55" "52" 0.129268556575214 0.114334617050554 0.171719658632054 0.113379814310648 -0.0815536408477724 0.00128548719369328 0.215545404615223 0.226242125405227 0.104686812767278 -0.103282863344971
"56" "53" 0.0703458086479382 0.116660474903751 0.176075599003668 0.0160676202871797 -0.0304299873597832 0.0229677361098548 0.0724960007838382 -0.118392379782217 0.053138916042068 -0.0692562627379806
"57" "54" -0.000699533385537491 0.122206544377582 0.136940452732441 -0.00562606824658111 -0.0628432174140452 0.0180935927390933 0.00919126672357862 -0.0690730745523916 -0.000540518960968795 -0.128545677793834
"58" "56" 0.00419459851690774 0.0850319598994923 0.0670885915175428 0.0641625200067976 -0.06543165134954 -0.0175774192202094 0.0166879741938879 -0.0703319416394897 0.0332369688782015 -0.0981239356707122
"59" "57" -0.00464848358037684 0.077593694089949 0.123845208006892 -0.00354820588257788 0.0698536110352666 -0.136711920624863 -0.0535969193669213 0.249884795393751 -0.152721878823294 0.0222888639286973
"60" "58" 0.183521234785564 -0.00471199415308675 0.0340207541992971 -0.0109721515429074 0.0526716234915057 -0.108255318319607 0.0555362561672612 -0.131981169971691 -0.0293754320810329 0.0705464319254376
"61" "5" 0.0676885312560423 -0.190481711894522 -0.208465443517884 -0.0218106863926879 0.0300527512433669 0.0184860445755011 -0.036498321360776 -0.144867534314328 0.0516233075303044 0.0248836996057656
"62" "61" 0.0556109744256611 0.0259948979323389 0.0502593470964693 0.0367246471642366 0.00429960755761987 -0.143905834565774 0.00970757892230819 0.0799774631788188 -0.071419074098152 -0.0371941734905932
"63" "62" -0.173028064048955 0.0849169134699313 0.0540420202636049 -0.000163306204366776 0.00703485348607576 -0.048896504926157 -0.123601027835503 -0.0383451167947981 -0.131416930603464 0.0377590073547128
"64" "63" 0.0615737247153022 0.0292219637166237 -0.00277751196901617 0.204865369833699 -0.0579593289182864 -0.0722814357026571 0.175494684406438 -0.121788995652048 0.123092094374346 -0.11636477556404
"65" "66" 0.0550335679417519 0.046566938614638 0.0599498686445615 0.157062558072604 0.0832033557015191 -0.103821055627072 0.119255397919078 -0.0971974820459952 0.0251046045312956 -0.0324593465776806
"66" "67" 0.0161992496362915 0.0392773582653916 0.0725915810859952 0.154565906306205 0.032850656465695 -0.105962974718578 0.0940678639201097 -0.102461365579223 0.0373469686577437 -0.0330208110358729
"67" "68" 0.0534076760671795 0.107009683021356 0.135842383984091 0.204835924232123 0.00321250387704772 -0.0875564094645636 0.149436621771221 -0.0715374598374692 0.108855894925336 -0.160704696744696
"68" "69" 0.00265826829692151 -0.0291463737487953 0.00854456881316477 0.0455446947893021 0.051701557022288 -0.140870007492975 0.028951124092651 0.307360645026355 -0.085593973953891 -0.0827361044102526
"69" "6" 0.0440629233494588 -0.112039944484174 -0.122181672676109 0.0374594202488353 -0.0596189096348696 0.00983594779600356 0.0220473213025556 -0.104262750559005 0.0418411116282666 -0.051454003216886
"70" "70" 0.0420459402264801 0.0718892998333696 0.118742938648143 0.127422731845185 0.076495952978469 -0.124076072918928 0.0781134140969372 0.186181754043886 -0.0287127393823433 -0.0309783186550108
"71" "71" -0.0904069016888109 0.236615081387344 0.162703963851473 -0.148014784309839 0.00503807920474725 0.237222693638499 0.0733270552483846 -0.106714040663427 0.113815587673636 -0.0431018425036219
"72" "72" -0.104643534025774 0.296316101977121 0.221752153595302 -0.101205772800728 -0.00388578996686957 0.269497703082351 0.0396722994895303 0.235564827761361 0.134208701402132 -0.0400455461420635
"73" "76" -0.0734335325043467 0.231752494631588 0.182611860604566 -0.168394641773737 0.0508729665221113 0.225212256110273 0.0531133131589207 -0.0347225225432491 0.104042711825999 0.0383859543395081
"74" "8" -0.0473926443550505 -0.137830632488044 -0.186337753493741 -0.0680052471830881 0.00211770397637482 0.0202658940954631 -0.11982682708476 -0.118765328211567 -0.0855349385170953 0.0445560992362652
"75" "92" 0.0769811420848942 0.272530540476719 0.220728190567877 -0.115226849702346 0.0466518706461508 0.194268780130368 0.156262134509246 0.192603422694744 0.125087409581275 0.0536802487545501
"76" "93" -0.346489543242767 0.124714432203614 0.0930242593721149 -0.212582336757188 0.0250097615428972 0.207298202612577 -0.301249000819643 -0.140555980262911 -0.177479815920912 0.122252688820654
