"ID" "MEdarkorange" "MEgreen" "MEgreenyellow" "MEred" "MEblack" "MEblue" "MEdarkgreen" "MEskyblue" "MEbrown" "MEdarkred"
"1" "101" -0.0348723602549876 0.0285177134442767 -0.0176053825300302 -0.0967158491295799 -0.0526894807140389 0.18374758008654 -0.0375206453852386 -0.00177554693740695 0.12266481280844 0.0093491892304305
"2" "102" 0.0981846833430334 0.195125915871615 0.183400478376386 -0.0750627407991626 -0.0175998170098796 0.196470222587766 0.165974844861059 0.0788440873358541 0.192043385073687 0.001087563977693
"3" "105" -0.0716350376906609 0.0251237012067494 -0.00829682502509455 -0.170876341579672 -0.0360719688375932 0.197842890053639 -0.0550381279028 -0.0148742725880647 0.102821491645509 -0.00426360907900869
"4" "106" -0.101087794183904 0.128047029334301 0.0791212397085945 0.0639070985402869 -0.0930431639288799 0.184991905731904 0.0744731855976964 -0.00838445767360765 0.203643278738242 -0.143409853990035
"5" "107" -0.080260946133483 0.0352065495568732 0.0216613112903963 -0.271642921248676 0.0289439683097543 0.207845405348938 -0.105168270005096 -0.0051085277258848 -0.0206574637962309 0.0802918369495517
"6" "108" -0.0110152448819461 0.0360674283710953 0.0614792094971169 0.0265843982425832 -0.0956502200442928 0.0824525958999094 0.022061371844284 -0.0407360902846137 0.121425579249789 -0.0788518329032584
"7" "109" -0.08964613463997 0.0548217602759384 0.0381870875141896 -0.0579091867193859 -0.0510648571950234 0.082350657048989 -0.0759142083287803 0.00643351378248725 -0.0157514848781917 -0.000480074091668366
"8" "110" -0.0041658918964172 0.0917931475588966 0.0836306985686915 -0.0124853962942597 -0.000427256493483211 0.0377888908516133 0.0381336165353083 -0.0126167127401106 -0.00128484957141492 0.0389208480662784
"9" "112" 0.0179688598823856 -0.0761720324427952 -0.0448933384792159 0.0457137400654199 -0.0235338845439623 -0.076330859714652 0.00944026721157178 -0.0329799066808722 0.022541458854067 -0.0189169920191574
"10" "113" 0.00866041010589615 -0.00678049290683592 -0.00431315330949375 -0.0896212172634073 0.0271689253170817 -0.0400825843120391 -0.114801747979986 0.017788074316095 -0.141444989276475 0.0758017999148763
"11" "116" -0.336514886572717 0.0392714966305933 0.00670986894089659 -0.237798209545698 -0.0103812707258279 0.22125142273732 -0.290653171243672 -0.0179742358638787 -0.155844240168805 0.196862352641956
"12" "117" -0.0283308826421418 0.0998183211625342 -0.0028939170675654 -0.123233996017739 0.0311044775469897 0.134645495337476 0.00783610473860242 -0.0467191594552161 0.016188759141843 0.0306266584915766
