"","ID","Group","MEdarkorange","MEgreen","MEgreenyellow","MEred","MEblack","MEblue","MEdarkgreen","MEskyblue","MEbrown","MEdarkred"
"1","61","Low",0.0556109744256611,0.0259948979323389,0.0502593470964693,0.0367246471642366,0.00429960755761987,-0.143905834565774,0.00970757892230819,0.0799774631788188,-0.071419074098152,-0.0371941734905932
"2","182","Low",-0.00532022759525277,0.0426066242747425,-0.0473320540040758,0.342390499805949,-0.240358360366538,-0.0299339065711834,0.191279300457153,-0.000944771441702015,0.254030544965782,-0.345282229469089
"3","186","Low",0.0131700870887742,-0.0508221172875647,-4.34339783784452e-05,0.123618456407809,-0.137949241646019,-0.0808814095387953,0.0314426863706159,0.0066087199845327,0.0138377326513171,-0.116545303631126
"4","159","Low",0.082621943696842,-0.145781897754471,-0.105479866339546,-0.0286290311095217,-0.0303593521515221,-0.106890316858503,-0.0170992536009515,0.00859286520641344,-0.0358119923008514,0.0309788960671572
"5","63","Low",0.0615737247153022,0.0292219637166237,-0.00277751196901617,0.204865369833699,-0.0579593289182864,-0.0722814357026571,0.175494684406438,-0.121788995652048,0.123092094374346,-0.11636477556404
"6","69","Low",0.00265826829692151,-0.0291463737487953,0.00854456881316477,0.0455446947893021,0.051701557022288,-0.140870007492975,0.028951124092651,0.307360645026355,-0.085593973953891,-0.0827361044102526
"7","173","Low",0.143197786657793,-0.0836310137055976,-0.075471022363149,0.0158699550472351,-0.089797816901505,-0.0668764697322985,-0.0290297054086527,-0.014061069587594,-0.0245295815440453,-0.0310426097048589
"8","168","Low",0.187775839432349,-0.0496681472200553,-0.0111985352658109,-0.0162419628061776,0.411524541541043,-0.162082468647416,0.0265779537837206,-0.0249877920856039,-0.156357914001736,0.29255151861386
"9","54","Low",-0.000699533385537491,0.122206544377582,0.136940452732441,-0.00562606824658111,-0.0628432174140452,0.0180935927390933,0.00919126672357862,-0.0690730745523916,-0.000540518960968795,-0.128545677793834
"10","70","Low",0.0420459402264801,0.0718892998333696,0.118742938648143,0.127422731845185,0.076495952978469,-0.124076072918928,0.0781134140969372,0.186181754043886,-0.0287127393823433,-0.0309783186550108
"11","143","Low",0.137666853913825,-0.0954485934042928,-0.0794318951349848,0.014265950364682,0.000455507422622994,-0.0948820753787163,-0.000669503587708953,-0.0171537425391176,-0.0417598317328369,0.0440368010219089
"12","93","Low",-0.346489543242767,0.124714432203614,0.0930242593721149,-0.212582336757188,0.0250097615428972,0.207298202612577,-0.301249000819643,-0.140555980262911,-0.177479815920912,0.122252688820654
"13","58","Low",0.183521234785564,-0.00471199415308675,0.0340207541992971,-0.0109721515429074,0.0526716234915057,-0.108255318319607,0.0555362561672612,-0.131981169971691,-0.0293754320810329,0.0705464319254376
"14","163","Low",0.097795819927834,-0.039489537351211,0.00711058780257168,0.0509211987978357,0.307316066646021,-0.162135696762373,-0.0183370181495187,0.0232013654089546,-0.122298745673337,0.0757084470281425
"15","156","Medium",0.169164600314808,-0.108414500197763,-0.0425369442753781,-0.132920639972769,0.051218509841384,-0.0679068916804517,0.00722797314277223,0.0339480183686952,-0.0959214349883687,0.171069896323164
"16","167","Medium",0.0953512138619754,-0.0143710491599267,-0.00981868932812734,0.0844904394653987,0.225240756311895,-0.150556615248973,0.0160779401946907,-0.0173499020750847,-0.0744774751795031,-0.029995751173475
"17","67","Medium",0.0161992496362915,0.0392773582653916,0.0725915810859952,0.154565906306205,0.032850656465695,-0.105962974718578,0.0940678639201097,-0.102461365579223,0.0373469686577437,-0.0330208110358729
"18","49","Medium",0.247470272715704,0.070998661983118,0.167837623131561,0.0495497738973757,0.1664227680859,-0.0712620345723465,0.145964671042609,0.432802898757527,0.0247197997763597,0.0212269731013439
"19","56","Medium",0.00419459851690774,0.0850319598994923,0.0670885915175428,0.0641625200067976,-0.06543165134954,-0.0175774192202094,0.0166879741938879,-0.0703319416394897,0.0332369688782015,-0.0981239356707122
"20","51","Medium",0.0189219508788611,0.147916056270289,0.135748477559998,0.197548910700026,-0.164438027107584,0.0217295694526178,0.19216743054497,0.267153333538331,0.210885049763568,-0.16306694574021
"21","166","Medium",0.0201313438814047,-0.0595415695454302,-0.0252866969362179,0.064679262965926,0.236343916384775,-0.156359541269018,-0.0313266714198412,0.0102152291238408,-0.112414448074125,0.0342614779398017
"22","76","Medium",-0.0734335325043467,0.231752494631588,0.182611860604566,-0.168394641773737,0.0508729665221113,0.225212256110273,0.0531133131589207,-0.0347225225432491,0.104042711825999,0.0383859543395081
"23","180","Medium",0.082624990438038,-0.0575217385039956,0.000847746156145532,-0.0018918819808423,-0.0519665170325754,-0.0488162823679805,0.0269874801110371,0.0354069187684818,-0.00983906401681727,0.0296691641255054
"24","190","Medium",0.0209213215627994,0.0259734990607348,0.0436406992719332,0.301448658057473,-0.259014217400123,0.00185447623136397,0.276652885354615,0.00579622816920876,0.280896638209049,-0.289455533952363
"25","68","Medium",0.0534076760671795,0.107009683021356,0.135842383984091,0.204835924232123,0.00321250387704772,-0.0875564094645636,0.149436621771221,-0.0715374598374692,0.108855894925336,-0.160704696744696
"26","62","Medium",-0.173028064048955,0.0849169134699313,0.0540420202636049,-0.000163306204366776,0.00703485348607576,-0.048896504926157,-0.123601027835503,-0.0383451167947981,-0.131416930603464,0.0377590073547128
"27","162","Medium",0.0448136821387778,-0.120354504785638,-0.0933695545621295,0.0366239371736528,0.333705910900513,-0.203188940204705,-0.0858596114235293,0.0106783121270205,-0.170982379764128,0.130239664962309
"28","53","High",0.0703458086479382,0.116660474903751,0.176075599003668,0.0160676202871797,-0.0304299873597832,0.0229677361098548,0.0724960007838382,-0.118392379782217,0.053138916042068,-0.0692562627379806
"29","57","High",-0.00464848358037684,0.077593694089949,0.123845208006892,-0.00354820588257788,0.0698536110352666,-0.136711920624863,-0.0535969193669213,0.249884795393751,-0.152721878823294,0.0222888639286973
"30","66","High",0.0550335679417519,0.046566938614638,0.0599498686445615,0.157062558072604,0.0832033557015191,-0.103821055627072,0.119255397919078,-0.0971974820459952,0.0251046045312956,-0.0324593465776806
"31","145","High",0.128471417921968,-0.119736865288085,-0.109902913344689,0.0295498537118085,-0.0280428088014999,-0.0955927503913782,0.0568689372748151,-0.0329974528131256,0.0145934997607606,0.0277621415991579
"32","150","High",0.119265710419345,-0.0268303121585798,0.00998004725321175,-0.0585858376598551,-0.0163894371369651,-0.0260876634849475,0.017323679767274,0.10532587331133,-0.0134747704466787,0.0274295848938592
"33","71","High",-0.0904069016888109,0.236615081387344,0.162703963851473,-0.148014784309839,0.00503807920474725,0.237222693638499,0.0733270552483846,-0.106714040663427,0.113815587673636,-0.0431018425036219
"34","52","High",0.129268556575214,0.114334617050554,0.171719658632054,0.113379814310648,-0.0815536408477724,0.00128548719369328,0.215545404615223,0.226242125405227,0.104686812767278,-0.103282863344971
"35","92","High",0.0769811420848942,0.272530540476719,0.220728190567877,-0.115226849702346,0.0466518706461508,0.194268780130368,0.156262134509246,0.192603422694744,0.125087409581275,0.0536802487545501
"36","181","High",-0.33187809991847,-0.0380546656692454,-0.072666729116041,0.0502447240770964,-0.140671460095509,-0.0276811180289017,-0.115701700334698,0.0165742510093539,-0.0807908067077392,-0.0693326029690198
"37","179","High",-0.20344119020218,0.000809391374241302,0.0296297964671614,-0.010330038640565,-0.0742517682992791,-0.0728054414792563,-0.180112260984519,0.00844635785906887,-0.197488050944244,-0.0616274083841403
"38","72","High",-0.104643534025774,0.296316101977121,0.221752153595302,-0.101205772800728,-0.00388578996686957,0.269497703082351,0.0396722994895303,0.235564827761361,0.134208701402132,-0.0400455461420635
"39","149","High",-0.178450355561394,-0.0379437684658522,-0.0654990354649636,-0.0966444773991148,-0.00493027947878654,-0.0565073020516936,-0.200067692762573,-0.0327013801054407,-0.169198263431669,0.130545445880856
"40","170","High",0.048573698334861,-0.014084176841449,0.0295554842834171,0.141342540533121,-0.172463884890261,-0.0646025933885671,0.0898665146367769,0.0125194008021744,0.074874061416292,-0.20090970752807
