"MEblue" "MEtan" "MElightgreen" "MElightcyan" "MEyellow" "MEroyalblue" "MEcyan" "MEmagenta" "MEdarkturquoise" "MEgrey60" "MEblack" "MEdarkgrey" "MEorange" "MEdarkred" "MEpink" "MEturquoise" "MEsteelblue" "MEwhite" "MEdarkorange" "MEmidnightblue" "MEpurple" "MEred" "MEdarkgreen" "MEbrown" "MElightyellow" "MEskyblue" "MEsaddlebrown" "MEsalmon" "MEgreen" "MEgreenyellow" "ID"
"1" 0.18374758008654 0.0590650102982655 0.0218819382354983 -0.0156352424089496 -0.0560045082147741 0.0577943964971787 0.0671942935975038 0.121294801006428 0.0326317763244806 0.0533042199909758 -0.0526894807140389 -0.0495899812609809 0.120368386380995 0.0093491892304305 -0.0533585492397851 -0.184259753945236 -0.0708202582673966 -0.045735167468569 -0.0348723602549876 0.0635898183208339 -0.042043958553538 -0.0967158491295799 -0.0375206453852386 0.12266481280844 0.133761135109091 -0.00177554693740695 0.00100966811212788 -0.0971561011248121 0.0285177134442767 -0.0176053825300302 "101"
"2" 0.196470222587766 0.0144117811537033 -0.12542756626735 -0.18103531622569 -0.238926103793368 -0.139316129331439 -0.0244539336287553 -0.027985914349989 0.0475366845903089 -0.057419013763794 -0.0175998170098796 0.0728085291225242 0.121045655679429 0.001087563977693 -0.0806558803486129 -0.188303185453002 -0.103624992181607 -0.095457776759468 0.0981846833430334 0.299927467831457 0.00933586977919121 -0.0750627407991626 0.165974844861059 0.192043385073687 0.179561321886185 0.0788440873358541 0.105320430421047 0.072627472333727 0.195125915871615 0.183400478376386 "102"
"3" 0.197842890053639 0.00349987547635688 0.128884934139673 -0.0479275677337914 -0.0323232188496236 0.108263160843386 0.139344722221513 0.155037760318711 0.0188022512731039 -0.0446083894267303 -0.0360719688375932 -0.0731447849922034 0.0809494150560941 -0.00426360907900869 -0.0741265767895035 -0.195900011551291 -0.0314310505507628 -0.0188180278798376 -0.0716350376906609 0.0164135792448684 -0.0907964398585076 -0.170876341579672 -0.0550381279028 0.102821491645509 0.0891879377794628 -0.0148742725880647 -0.0805263333030246 -0.120180047052047 0.0251237012067494 -0.00829682502509455 "105"
"4" 0.184991905731904 -0.0258825609930117 -0.0357958252658092 -0.128041177312249 -0.204467311494622 -0.154254846330906 -0.0595261366857913 -0.0296243038980337 -0.0521964204012468 -0.12827588534956 -0.0930431639288799 -0.0883844349517686 -0.0675767058968865 -0.143409853990035 -0.245765965907493 -0.17523860963389 -0.0540120391278073 0.0193878574703051 -0.101087794183904 0.0142773554550508 0.0603107318598334 0.0639070985402869 0.0744731855976964 0.203643278738242 0.181884508610078 -0.00838445767360765 0.0501625211355206 -0.0213693477220946 0.128047029334301 0.0791212397085945 "106"
"5" 0.207845405348938 -0.0596861476276619 0.0947634489014015 -0.0180570543968787 0.0171639340746629 0.135297319019722 0.192981474089154 0.252096532693175 0.151046078849504 0.0654937807375087 0.0289439683097543 0.0193513079151406 0.152806737862213 0.0802918369495517 -0.00589745438438401 -0.190162091111027 -0.153907242457452 -0.130043050049032 -0.080260946133483 0.0230936661261804 -0.234962557907688 -0.271642921248676 -0.105168270005096 -0.0206574637962309 -0.0285700890811466 -0.0051085277258848 -0.260941447375934 -0.0671657234882927 0.0352065495568732 0.0216613112903963 "107"
"6" 0.0824525958999094 -0.0646386712218911 -0.0371578932013403 -0.123841464675675 -0.0750348433172763 -0.0291341856051497 0.00478155295092262 0.00482926722844434 -0.0551674981308177 -0.0852458021727749 -0.0956502200442928 0.0445325107372682 -0.0113849415540594 -0.0788518329032584 -0.0287449405943342 -0.0807648694782822 -0.149124453053426 -0.138962913356584 -0.0110152448819461 0.032426622930891 0.0389420274016173 0.0265843982425832 0.022061371844284 0.121425579249789 0.0903313901984012 -0.0407360902846137 -0.224158352796286 -0.0161540251530594 0.0360674283710953 0.0614792094971169 "108"
"7" 0.082350657048989 -0.113461365592622 0.0777941969670335 -0.0938477518107114 0.00175026572008608 0.0587414774714078 0.020241374318046 0.0475400961328836 0.168139521336574 0.127447066829179 -0.0510648571950234 0.0310361110217519 0.04419935315679 -0.000480074091668366 -0.035908764900363 -0.079643625212996 -0.192691905739598 -0.183100973638248 -0.08964613463997 -0.0443478951611469 -0.0950164620356089 -0.0579091867193859 -0.0759142083287803 -0.0157514848781917 -0.00505726289267507 0.00643351378248725 -0.11187740431074 0.00564642528487009 0.0548217602759384 0.0381870875141896 "109"
"8" 0.0377888908516133 -0.0508773005020844 -0.0786913825108661 -0.0866535282596851 -0.0470276098665402 -0.0184683456831047 -0.0357252588194991 0.00216112056437611 -0.0274022517935512 -0.0760942753217146 -0.000427256493483211 -0.000598214953986032 0.0456943418573114 0.0389208480662784 0.0256903280644253 -0.051538939637106 -0.169822879478248 -0.16227638834308 -0.0041658918964172 0.0784119821063852 -0.0202960618362317 -0.0124853962942597 0.0381336165353083 -0.00128484957141492 -0.0423493829014302 -0.0126167127401106 0.123575462840556 0.0362578356984348 0.0917931475588966 0.0836306985686915 "110"
"9" -0.076330859714652 0.0292920176730091 0.0137935339325564 0.0553261950602009 0.0331733787998571 0.0183519085822754 0.003077223410516 -0.00325555364039786 -0.0893029621318071 -0.000206922584128892 -0.0235338845439623 0.0416823094343037 -0.0476548354340533 -0.0189169920191574 0.016989052031243 0.0588459959522653 0.0551945856592448 0.0614662208443185 0.0179688598823856 -0.0333951268555754 0.0549789875840912 0.0457137400654199 0.00944026721157178 0.022541458854067 0.0248221206274424 -0.0329799066808722 -0.0957686062154952 -0.0212547632356295 -0.0761720324427952 -0.0448933384792159 "112"
"10" -0.0400825843120391 -0.0216044679897384 0.00905005991985171 0.0140233358779434 0.0738507529219393 0.0746748613748286 0.0159830099727235 0.0187676756877369 0.10760871480667 0.105230917432637 0.0271689253170817 0.102308901526075 0.0716111561243085 0.0758017999148763 0.108255385160211 0.0489660324355069 -0.0131635291423461 -0.0510238915705854 0.00866041010589615 -0.0051144704034513 -0.0940581218235595 -0.0896212172634073 -0.114801747979986 -0.141444989276475 -0.139246248404992 0.017788074316095 -0.115873921519411 0.0271688136144472 -0.00678049290683592 -0.00431315330949375 "113"
"11" 0.22125142273732 -0.169093905713319 0.272113886347034 -0.0541376448774259 0.0510214912743799 0.14821104539826 0.148982839740579 0.290574952904946 0.166332896356294 -0.0349826326237201 -0.0103812707258279 0.0957053071169674 0.257173487248997 0.196862352641956 0.135915878508128 -0.163809362427526 -0.0681469516853979 -0.0715305554613546 -0.336514886572717 -0.204343898971033 -0.306973232786314 -0.237798209545698 -0.290653171243672 -0.155844240168805 -0.190502070219183 -0.0179742358638787 -0.0888666106521442 -0.0284476786257408 0.0392714966305933 0.00670986894089659 "116"
"12" 0.134645495337476 -0.0206355615777445 0.0209591072755434 -0.0812533995257829 -0.0357072939225186 0.0987758480213075 0.0604394703016303 0.137507967383878 0.0873954171541537 0.0424020048880664 0.0311044775469897 -0.03951177388218 0.123956632513052 0.0306266584915766 -0.0264880870239932 -0.146920543810957 -0.13007758880807 -0.0908963172313801 -0.0283308826421418 0.0810530464484343 -0.0737875865331306 -0.123233996017739 0.00783610473860242 0.016188759141843 0.0519568625689647 -0.0467191594552161 0.0896134058119088 0.00518544090747068 0.0998183211625342 -0.0028939170675654 "117"
"13" 0.148041109089002 0.00614994409916598 0.116848585342478 0.0069250764244392 0.0463359597134036 0.156469564797955 0.167891937946255 0.213661870076623 0.0111380475195833 -0.0106378294958813 0.0303921158501541 0.0184943492515281 0.10565162187191 0.0988205105366976 0.0140582057786151 -0.154000108268826 -0.0439878856299089 -0.0636615223199574 -0.0449686761816981 0.0308840359672903 -0.116386853103495 -0.118754591703674 -0.0225124077920486 0.0282468376008661 0.0514612934465036 -0.0769894899083904 -0.0567033314877014 -0.122560650969422 -0.0183497064490244 -0.0677393720247895 "119"
"14" 0.0494554789344649 0.125734152515565 0.276116488870231 0.167370835274712 0.193369872004437 0.215087110164329 0.192750322750808 0.157212359320272 -0.236404142694314 -0.145606188143242 -0.150944987806634 -0.0756158433208279 -0.153566220344233 -0.159899248311671 -0.200471819137809 -0.048575547829027 0.0847992317828278 0.0582768759038145 -0.0994176773295479 -0.152397504601784 -0.0336737095505653 0.0213676669296753 -0.139660789485204 -0.0165126285705773 -0.0394090770992542 -0.0212691264357252 -0.138483569656547 -0.251282780428786 -0.184081673207626 -0.256836784744216 "11"
"15" 0.180008125171248 -0.0381382733209029 -0.0193498026526726 -0.158757368207608 -0.233667943345964 -0.126562748590997 -0.073702180991555 -0.0471917649078674 0.157778647980927 -0.00766956073758407 -0.00515811506561428 -0.25678177458127 0.0607827621887712 -0.0378245462127447 -0.0854594297294085 -0.194879330833615 -0.082081181847448 0.0231549698742419 -0.00211668915502944 0.104874450368967 0.0239411885453929 -0.0125821962984951 0.192011126004279 0.181289200464678 0.207306432243692 -0.00743032425763596 0.167755909921394 0.00253664333685822 0.173058909965737 0.105767855099348 "123"
"16" 0.116413444026691 -0.00768754968327136 -0.022843593852408 -0.0693495309381449 -0.107024131721797 -0.0930267699571044 -0.0190602333832403 -0.0155121220473394 -0.0183057526748629 -0.105023994848508 -0.00363504077311963 -0.14399121096038 -0.0239563206902558 -0.0568848078957196 -0.125244437191454 -0.107812028387772 -0.0420310565168985 -0.0104423292737333 -0.0266292699882823 0.0385095972590255 0.0390791342394682 0.0439074771979872 0.105361480768413 0.118903530422407 0.114424127777549 0.0151918323647775 0.211642527734906 -0.00591405037881748 0.082952525349631 0.04920649178871 "124"
"17" -0.0912184706649908 -0.0187586615094332 -0.0301993133601783 -0.0725886178638647 -0.0143567429666638 -0.0637261257254941 -0.087047160387865 -0.114611364396381 -0.125722323781728 -0.0635210767766115 -0.0808105071208059 -0.0381231208971708 -0.16223631950997 -0.0960876401636806 -0.0230905519634644 0.0840885079661558 0.0325452845441969 -0.0206330921463539 -0.00468000760941343 -0.0874258679806703 0.109774794957327 0.171082061167031 0.0428205530718312 0.0196610138548286 0.0200419928519983 -0.00218485000175051 0.0675145840425564 0.0392466855935417 0.0343324828348164 0.0370275980610022 "126"
"18" -0.0942848224255577 -0.056312586494638 -0.0306805211785206 -0.0900122305826445 0.0239829533107612 0.0416975164374394 0.00612791022572386 -0.0774901770402242 0.0217066608871375 0.0522317873245744 0.0328460305808745 0.114514680916585 -0.0183991200487546 0.0548967049026348 0.0751779209028532 0.0730570886803376 -0.0486505818654848 -0.142393696192265 0.0386534321852394 0.0327169770803994 -0.0538051632684404 0.00528626454730179 -0.0186059054169002 -0.127334038360356 -0.100848625118054 0.0123986368268157 0.061534357787234 0.118966215233712 0.0694701928650436 0.0968231584699162 "129"
"19" 0.0064011628476922 0.174956503385549 0.217064452271884 0.16666407937867 0.156842612057387 0.177036131310171 0.151881968844703 0.169091476046871 0.0444136280316153 0.11774837613621 -0.0711441595460145 0.0146647526612189 0.0411694735128328 0.0371174153213414 0.0905408303293256 -0.0146641301088507 -0.067990150986379 -0.0144611004816777 0.0166714444859253 0.0123708934045442 -0.024915549820552 -0.0529197701882171 -0.0644005065085734 0.00171126850696512 0.0511898647223315 -0.105772566772516 -0.209030397397868 -0.209779210443598 -0.197626746287679 -0.209494370149705 "12"
"20" -0.0948820753787163 0.150126956622651 -0.0835085942885088 0.128654840396731 0.105443729358834 0.0877053309367592 0.0585753385501894 -0.000374427018322394 0.00762102887121036 0.115305208072614 0.000455507422622994 0.0663824582891429 0.0393370911299786 0.0440368010219089 0.130003934799358 0.0742373677962551 -0.187368146559767 -0.165415979764047 0.137666853913825 0.0876449167165236 0.0327692163975362 0.014265950364682 -0.000669503587708953 -0.0417598317328369 -0.032635492651485 -0.0171537425391176 0.0341399927586252 0.00926560272619699 -0.0954485934042928 -0.0794318951349848 "143"
"21" -0.0955927503913782 0.198689353703784 -0.127909638894394 0.188623283555987 0.108643212061492 0.026556499265989 0.065986958732837 -0.00908356528134044 -0.117088833699189 -0.0328079462360459 -0.0280428088014999 0.0341623728656591 0.0103532018758936 0.0277621415991579 0.0955676651152322 0.0872750583420493 -0.0337678345924174 -0.0243831505914358 0.128471417921968 0.0868206814920257 0.0559654686093328 0.0295498537118085 0.0568689372748151 0.0145934997607606 -0.0129800425932519 -0.0329974528131256 -0.0772448897980299 -0.0659510276478846 -0.119736865288085 -0.109902913344689 "145"
"22" -0.0565073020516936 -0.004343301210422 -0.000790496864361489 0.122203316161385 0.132616358643749 0.0668277876290031 0.0631489313269984 0.0567777866438393 -0.018012381937192 0.0314969339982469 -0.00493027947878654 0.0380336592405409 0.11759831471949 0.130545445880856 0.141438592379999 0.0610041431103099 -0.0252682340432038 0.0191420090941249 -0.178450355561394 -0.18365641112613 -0.105374572681962 -0.0966444773991148 -0.200067692762573 -0.169198263431669 -0.225210085586474 -0.0327013801054407 0.0195068549102329 -0.016923590354595 -0.0379437684658522 -0.0654990354649636 "149"
"23" -0.0260876634849475 0.15137922779164 -0.0724863872364502 0.0747952539361133 0.061512121348897 0.0537453810593844 0.0490510290865276 0.0313136909356832 -0.00738333537418292 0.0502107389129618 -0.0163894371369651 -0.00916484567575818 0.0297919266843076 0.0274295848938592 0.0738177164730633 0.032064250223339 0.0202643657718562 0.00598812261061356 0.119265710419345 0.0942719915368476 -0.0220243042884363 -0.0585858376598551 0.017323679767274 -0.0134747704466787 -0.0408801256748713 0.10532587331133 0.0506714878280081 0.00978580809503028 -0.0268303121585798 0.00998004725321175 "150"
"24" -0.0679068916804517 0.155313691698663 -0.0736389247154337 0.153474075179358 0.129072770245715 0.166355144656865 0.16070039711083 0.104348828465736 -0.0858628677636338 0.0443259905549428 0.051218509841384 0.158585113804329 0.132142392856123 0.171069896323164 0.226358412904092 0.0733846701630669 -0.0772890732219615 -0.0993463926480164 0.169164600314808 0.156474383225727 -0.0614574186372547 -0.132920639972769 0.00722797314277223 -0.0959214349883687 -0.063794949653534 0.0339480183686952 -0.0647798257988976 -0.00930158301756811 -0.108414500197763 -0.0425369442753781 "156"
"25" -0.106890316858503 0.181853433644482 -0.108330285158701 0.172527327697519 0.124322789151715 0.109364264508553 0.128904803339564 0.0240477783785892 -0.0340019962619922 0.068432333508478 -0.0303593521515221 0.0541294048257824 0.0248591624355129 0.0309788960671572 0.0906927948602242 0.089088755667246 0.150195612686359 0.111289909542219 0.082621943696842 -0.0111820392351804 0.0182052386962856 -0.0286290311095217 -0.0170992536009515 -0.0358119923008514 -0.04017811969621 0.00859286520641344 0.00525165075216923 -0.0971390151130483 -0.145781897754471 -0.105479866339546 "159"
